sample,fastq,cell_count
SC5pv2_GEX_Human_Lung_Carcinoma_DTC_ONT,/data/project/U_BDS/pipeline_dev_space/sample_runs_data/Nanopore/10X_data/5_prime/SC5pv2_GEX_Human_Lung_Carcinoma_DTC_ONT.fastq.gz,3000
