sample,fastq,cell_count
SC3pv3_GEX_Human_PBMC_ONT,/data/project/U_BDS/pipeline_dev_space/sample_runs_data/Nanopore/10X_data/3_prime/SC3pv3_GEX_Human_PBMC_ONT.fastq.gz,5000
